,name,postal_code,unit,address,combined_address,coord,latitude,longitude,nearest_station,nearest_station_dist,lowered_name,label
5444,De Fu Mvr (Canberra 126) Pte. Ltd.,750126,ST04,126 Canberra Street,126 Canberra Street ST04,"(1.44602265750894, 103.834372150393)",1.446022658,103.8343722,CANBERRA,0.612653202,de fu mvr (canberra 126) pte. ltd.,Others
5445,De Fu Seafood (Canberra 126) Pte. Ltd.,750126,ST05,126 Canberra Street,126 Canberra Street ST05,"(1.44602265750894, 103.834372150393)",1.446022658,103.8343722,CANBERRA,0.612653202,de fu seafood (canberra 126) pte. ltd.,Food
5446,Charcoal Master 126 Canberra,750126,ST07,126 Canberra Street,126 Canberra Street ST07,"(1.44602265750894, 103.834372150393)",1.446022658,103.8343722,CANBERRA,0.612653202,charcoal master 126 canberra,Food
5447,7 Wonders Seafood 361,750361,#01-01,361 Sembawang Crescent,361 Sembawang Crescent #01-01,"(1.44631506781839, 103.813936813705)",1.446315068,103.8139368,SEMBAWANG,0.744561317,7 wonders seafood 361,Food
5448,Blk 361_Rice Garden,750361,#01-01,361 Sembawang Crescent,361 Sembawang Crescent #01-01,"(1.44631506781839, 103.813936813705)",1.446315068,103.8139368,SEMBAWANG,0.744561317,blk 361_rice garden,Food
5449,Fusion Cuisine Grandeur Pte. Ltd.- 361 Sembawang,750361,#01-01,361 Sembawang Crescent,361 Sembawang Crescent #01-01,"(1.44631506781839, 103.813936813705)",1.446315068,103.8139368,SEMBAWANG,0.744561317,fusion cuisine grandeur pte. ltd.- 361 sembawang,Others
5450,Piping Hot Pte Ltd,750361,#01-01,361 Sembawang Crescent,361 Sembawang Crescent #01-01,"(1.44631506781839, 103.813936813705)",1.446315068,103.8139368,SEMBAWANG,0.744561317,piping hot pte ltd,Food
5451,Char Grill Bar,750463,#01-01,463 Sembawang Drive,463 Sembawang Drive #01-01,"(1.45551208632599, 103.814540285666)",1.455512086,103.8145403,SEMBAWANG,0.944108494,char grill bar,Food
5452,Dk 463,750463,#01-01,463 Sembawang Drive,463 Sembawang Drive #01-01,"(1.45551208632599, 103.814540285666)",1.455512086,103.8145403,SEMBAWANG,0.944108494,dk 463,Others
5453,Happy Congee,750463,#01-01,463 Sembawang Drive,463 Sembawang Drive #01-01,"(1.45551208632599, 103.814540285666)",1.455512086,103.8145403,SEMBAWANG,0.944108494,happy congee,Food
5454,Sf 463,750463,#01-01,463 Sembawang Drive,463 Sembawang Drive #01-01,"(1.45551208632599, 103.814540285666)",1.455512086,103.8145403,SEMBAWANG,0.944108494,sf 463,Others
5455,Soon Kee Seafood Soup 463,750463,#01-01,463 Sembawang Drive,463 Sembawang Drive #01-01,"(1.45551208632599, 103.814540285666)",1.455512086,103.8145403,SEMBAWANG,0.944108494,soon kee seafood soup 463,Food
5456,Ezan Satay,750505,#01-04,505 Canberra Link,505 Canberra Link #01-04,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,ezan satay,Food
5457,Sembawang Le Wei Seafood,750505,#01-04,505 Canberra Link,505 Canberra Link #01-04,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,sembawang le wei seafood,Food
5458,Shun Li Xiao Chi,750505,#01-04,505 Canberra Link,505 Canberra Link #01-04,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,shun li xiao chi,Others
5459,Wf 505,750505,#01-04,505 Canberra Link,505 Canberra Link #01-04,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,wf 505,Others
5460,Vegetarian Pancake,750505,#01-697,505 Canberra Link,505 Canberra Link #01-697,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,vegetarian pancake,Food
5461,Roasted Master,750505,ST2,505 Canberra Link,505 Canberra Link ST2,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,roasted master,Food
5462,Ban Mian Fish Soup Congee,750505,ST6,505 Canberra Link,505 Canberra Link ST6,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,ban mian fish soup congee,Food
5463,Sembawang Mushroom Minced Meat Noodle,750505,ST7,505 Canberra Link,505 Canberra Link ST7,"(1.45026201889682, 103.822534715231)",1.450262019,103.8225347,SEMBAWANG,0.307245737,sembawang mushroom minced meat noodle,Food
5464,Anchor Convenience,750511,#01-06,511 Canberra Road,511 Canberra Road #01-06,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,anchor convenience,Minimart
5465,Swee Heng Bakery,750511,#01-07,511 Canberra Road,511 Canberra Road #01-07,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,swee heng bakery,Bakery
5466,Ajits Household & Sundry Trading,750511,#01-08,511 Canberra Road,511 Canberra Road #01-08,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,ajits household & sundry trading,Dry food
5467,Seng Kang Trading,750511,#01-10,511 Canberra Road,511 Canberra Road #01-10,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,seng kang trading,Others
5468,511 Florist,750511,#01-11,511 Canberra Road,511 Canberra Road #01-11,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,511 florist,Others
5469,Beary Fresh Seafood,750511,#01-11,511 Canberra Road,511 Canberra Road #01-11,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,beary fresh seafood,Food
5470,Fang Yuan Seafood,750511,#01-11,511 Canberra Road,511 Canberra Road #01-11,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,fang yuan seafood,Food
5471,Gerai Obek,750511,#01-11,511 Canberra Road,511 Canberra Road #01-11,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,gerai obek,Others
5472,Kun Poultry,750511,#01-11,511 Canberra Road,511 Canberra Road #01-11,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,kun poultry,Others
5473,Tea Shop,750511,#01-11,511 Canberra Road,511 Canberra Road #01-11,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,tea shop,Food
5474,Yong Tau Foo,750511,#01-11,511 Canberra Road,511 Canberra Road #01-11,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,yong tau foo,Others
5475,Sembawang Mart Medical Centre,750511,#02-02A,511 Canberra Road,511 Canberra Road #02-02A,"(1.45384518789713, 103.819543348113)",1.453845188,103.8195433,SEMBAWANG,0.536080539,sembawang mart medical centre,Minimart
5476,Fragrance Court Seafood,750590,#01-17,590 Montreal Link,590 Montreal Link #01-17,"(1.45063212743043, 103.826554055194)",1.450632127,103.8265541,SEMBAWANG,0.744017733,fragrance court seafood,Food
5477,Japanese Korean Stall,750590,#01-17,590 Montreal Link,590 Montreal Link #01-17,"(1.45063212743043, 103.826554055194)",1.450632127,103.8265541,SEMBAWANG,0.744017733,japanese korean stall,Food
5478,Yak Hong Coffee House,750590,#01-17,590 Montreal Link,590 Montreal Link #01-17,"(1.45063212743043, 103.826554055194)",1.450632127,103.8265541,SEMBAWANG,0.744017733,yak hong coffee house,Food
5479,Yuan Ji Chicken Rice And Wanton Noodle,750590,#01-17,590 Montreal Link,590 Montreal Link #01-17,"(1.45063212743043, 103.826554055194)",1.450632127,103.8265541,SEMBAWANG,0.744017733,yuan ji chicken rice and wanton noodle,Food
5480,(313A Sembawang) Wang Jia Wang Fishball Noodles,751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,(313a sembawang) wang jia wang fishball noodles,Food
5481,313 Claypot Chicken Rice,751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,313 claypot chicken rice,Food
5482,78 Tze Char (313),751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,78 tze char (313),Food
5483,Drinks Store,751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,drinks store,Minimart
5484,Heng Heng Fried Kway Teow (313),751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,heng heng fried kway teow (313),Food
5485,Jing Fish Soup (313),751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,jing fish soup (313),Food
5486,Wah Seng Kee Traditional Wanton Noodle,751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,wah seng kee traditional wanton noodle,Food
5487,Yi Jia Mixed Vegetable Rice,751313,#01-01,313A Sembawang Drive,313A Sembawang Drive #01-01,"(1.44410704772453, 103.821277851245)",1.444107048,103.8212779,SEMBAWANG,0.56640223,yi jia mixed vegetable rice,Food
5488,An-Nur Power Muslim Food,751334,#01-01,334A Sembawang Close,334A Sembawang Close #01-01,"(1.44804933629396, 103.816349002107)",1.448049336,103.816349,SEMBAWANG,0.426248937,an-nur power muslim food,Food
5489,Korean & Japanese Cuisine,751334,#01-01,334A Sembawang Close,334A Sembawang Close #01-01,"(1.44804933629396, 103.816349002107)",1.448049336,103.816349,SEMBAWANG,0.426248937,korean & japanese cuisine,Food
5490,Siew Lee Dim Sum,751334,#01-01,334A Sembawang Close,334A Sembawang Close #01-01,"(1.44804933629396, 103.816349002107)",1.448049336,103.816349,SEMBAWANG,0.426248937,siew lee dim sum,Others
5491,Cup2Cup,751467,#01-173,467A Admiralty Drive,467A Admiralty Drive #01-173,"(1.45201033384253, 103.813929032074)",1.452010334,103.813929,SEMBAWANG,0.755846239,cup2cup,Others
5492,Drink Stall 467,751467,#01-173,467A Admiralty Drive,467A Admiralty Drive #01-173,"(1.45201033384253, 103.813929032074)",1.452010334,103.813929,SEMBAWANG,0.755846239,drink stall 467,Others
5493,Vasiyath Rahuma Indian Muslim Food,758032,ST12,11 Senoko Way,11 Senoko Way ST12,"(1.46578790311051, 103.811865707312)",1.465787903,103.8118657,SEMBAWANG,2.071558132,vasiyath rahuma indian muslim food,Food
5494,Si Ji Xiang Mixed Rice,758032,ST3,11 Senoko Way,11 Senoko Way ST3,"(1.46578790311051, 103.811865707312)",1.465787903,103.8118657,SEMBAWANG,2.071558132,si ji xiang mixed rice,Food
5495,Ren He Vegetarian,758154,ST03,22 Senoko Loop,22 Senoko Loop ST03,"(1.45822657822317, 103.799539671868)",1.458226578,103.7995397,WOODLANDS NORTH,1.954319377,ren he vegetarian,Food
5496,Rina Yong Tau Foo,758154,ST04,22 Senoko Loop,22 Senoko Loop ST04,"(1.45822657822317, 103.799539671868)",1.458226578,103.7995397,WOODLANDS NORTH,1.954319377,rina yong tau foo,Others
5497,786 Zam Zam Indian Special Food,758154,ST08,22 Senoko Loop,22 Senoko Loop ST08,"(1.45822657822317, 103.799539671868)",1.458226578,103.7995397,WOODLANDS NORTH,1.954319377,786 zam zam indian special food,Food
5498,Handmade Mee Hoon Kueh,758154,ST09,22 Senoko Loop,22 Senoko Loop ST09,"(1.45822657822317, 103.799539671868)",1.458226578,103.7995397,WOODLANDS NORTH,1.954319377,handmade mee hoon kueh,Food
5499,Xin Tibits Centre,760414,#01-1837,414 Yishun Ring Road,414 Yishun Ring Road #01-1837,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,xin tibits centre,Food
5500,Noble Dental Surgery 414,760414,#01-1849,414 Yishun Ring Road,414 Yishun Ring Road #01-1849,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,noble dental surgery 414,Minimart
5501,Yong Heng Leong Chinese Medical Hall,760414,#01-1851,414 Yishun Ring Road,414 Yishun Ring Road #01-1851,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,yong heng leong chinese medical hall,Health
5502,Pangkat Mas Barber Shop,760414,#01-1855,414 Yishun Ring Road,414 Yishun Ring Road #01-1855,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,pangkat mas barber shop,Beauty
5503,Mommydaddy Wardrobe Pte Ltd,760414,#01-1857,414 Yishun Ring Road,414 Yishun Ring Road #01-1857,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,mommydaddy wardrobe pte ltd,Others
5504,Dg Optic Centre,760414,#01-1859,414 Yishun Ring Road,414 Yishun Ring Road #01-1859,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,dg optic centre,Health
5505,The Hairster Saloon,760414,#01-1863C,414 Yishun Ring Road,414 Yishun Ring Road #01-1863C,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,the hairster saloon,Beauty
5506,Eyewear Talent,760414,#01-1867,414 Yishun Ring Road,414 Yishun Ring Road #01-1867,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,eyewear talent,Health
5507,Fei Jie Claypot Herbal Bak Kut Teh,760414,#01-1871,414 Yishun Ring Road,414 Yishun Ring Road #01-1871,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,fei jie claypot herbal bak kut teh,Food
5508,Newton Zheng Meng Kee Prawn Noodle Soup,760414,#01-1871,414 Yishun Ring Road,414 Yishun Ring Road #01-1871,"(1.42452849741737, 103.846595546746)",1.424528497,103.8465955,YISHUN,1.399564636,newton zheng meng kee prawn noodle soup,Food
5509,Go Eyecare,760417,#01-329,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-329,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,go eyecare,Health
5510,Prestige Beauty,760417,#01-329,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-329,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,prestige beauty,Beauty
5511,Trendy Hairdressing,760417,#01-329,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-329,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,trendy hairdressing,Beauty
5512,S.B.H. Salon,760417,#01-335C,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-335C,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,s.b.h. salon,Beauty
5513,Optical 11,760417,#01-337A,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-337A,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,optical 11,Health
5514,Zebra Communications Llp,760417,#01-339,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-339,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,zebra communications llp,Mobile services
5515,Jolly Cake Shop,760417,#01-339A,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-339A,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,jolly cake shop,Others
5516,96 Barber Ladies And Gentleman Hairdressing,760417,#01-347B,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-347B,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,96 barber ladies and gentleman hairdressing,Beauty
5517,De Yuan Bak Kut Teh,760417,#01-351,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-351,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,de yuan bak kut teh,Food
5518,Richfood Catering Pte Ltd,760417,#01-351,417 Yishun Avenue 11,417 Yishun Avenue 11 #01-351,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,richfood catering pte ltd,Food
5519,Lian Soon Huat Seafood 417,760417,ST1,417 Yishun Avenue 11,417 Yishun Avenue 11 ST1,"(1.42442095783169, 103.846284488667)",1.424420958,103.8462845,YISHUN,1.372620023,lian soon huat seafood 417,Food
5520,1St Choice Colour Center,760418,#01-387,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-387,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,1st choice colour center,Others
5521,Friend Optical,760418,#01-393,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-393,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,friend optical,Health
5522,T Luck Household Products,760418,#01-395,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-395,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,t luck household products,Others
5523,Diva Queen 418,760418,#01-405,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-405,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,diva queen 418,Others
5524,Cl 418,760418,#01-409,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-409,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,cl 418,Others
5525,Pin Cha,760418,#01-413,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-413,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,pin cha,Others
5526,Happee Shop,760418,#01-421A,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-421A,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,happee shop,Others
5527,Fresh Soya,760418,#01-421B,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-421B,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,fresh soya,Food
5528,Huat Heng Desserts,760418,#01-427,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-427,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,huat heng desserts,Food
5529,Tipah Minimart,760418,#01-427,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-427,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,tipah minimart,Minimart
5530,Jg Food Pte Ltd,760418,#01-385,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-385,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,jg food pte ltd,Food
5531,Mr418,760418,#01-385,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-385,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,mr418,Others
5532,Song Fishball Noodle,760418,#01-385,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-385,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,song fishball noodle,Food
5533,West Grill Station (418 Yishun),760418,#01-385,418 Yishun Avenue 11,418 Yishun Avenue 11 #01-385,"(1.4248993192219, 103.847249789758)",1.424899319,103.8472498,YISHUN,1.451934442,west grill station (418 yishun),Food
5534,Heng Eng Boon Minimart,760419,#01-379,419 Yishun Avenue 11,419 Yishun Avenue 11 #01-379,"(1.42378855512742, 103.847302873542)",1.423788555,103.8473029,YISHUN,1.504750881,heng eng boon minimart,Minimart
5535,James As Trading,760419,#01-381,419 Yishun Avenue 11,419 Yishun Avenue 11 #01-381,"(1.42378855512742, 103.847302873542)",1.423788555,103.8473029,YISHUN,1.504750881,james as trading,Others
5536,James Lee Tailor,760419,#01-381,419 Yishun Avenue 11,419 Yishun Avenue 11 #01-381,"(1.42378855512742, 103.847302873542)",1.423788555,103.8473029,YISHUN,1.504750881,james lee tailor,Tailor/fashion
5537,101 Brewcoffee Pte Ltd,760101,#01-101,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-101,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,101 brewcoffee pte ltd,Food
5538,Sin Heng Kee Pte Ltd ( Yishun ),760101,#01-21,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-21,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,sin heng kee pte ltd ( yishun ),Others
5539,Popo Unisex Hair & Beauty Salon,760101,#01-29,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-29,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,popo unisex hair & beauty salon,Beauty
5540,Winnie Skincare,760101,#01-29A,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-29A,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,winnie skincare,Beauty
5541,Chong Pang Old Time Flavor Pte Ltd,760101,#01-51,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-51,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,chong pang old time flavor pte ltd,Others
5542,Rakshana Beauty Care,760101,#01-71,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-71,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,rakshana beauty care,Beauty
5543,Fono Tech(Redone),760101,#01-73,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-73,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,fono tech(redone),Others
5544,Fai Kun Technology And Trading,760101,#01-75,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-75,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,fai kun technology and trading,Others
5545,Feng Sheng Medical Hall Pte. Ltd.,760101,#01-75,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-75,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,feng sheng medical hall pte. ltd.,Health
5546,Sk Mobile,760101,#01-79,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-79,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,sk mobile,Mobile services
5547,Fu Chan Drink Stall,760101,#01-93,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-93,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,fu chan drink stall,Others
5548,Lao Ban Niang Mixed Rice 101,760101,#01-93,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-93,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,lao ban niang mixed rice 101,Food
5549,Lao Ban Niang Roasted Delight 101,760101,#01-93,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-93,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,lao ban niang roasted delight 101,Food
5550,Lao Ban Niang Zi Char 101,760101,#01-93,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-93,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,lao ban niang zi char 101,Food
5551,Yishun 101,760101,#01-93,101 Yishun Avenue 5,101 Yishun Avenue 5 #01-93,"(1.4305357538408, 103.827667722074)",1.430535754,103.8276677,YISHUN,0.82455909,yishun 101,Others
5552,Baker Talent 105,760102,#01-105,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-105,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,baker talent 105,Bakery
5553,Jin Tai Mart Yishun,760102,#01-105,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-105,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,jin tai mart yishun,Minimart
5554,Ztp (102 Yishun),760102,#01-107,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-107,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,ztp (102 yishun),Others
5555,Visual Art'S Optics & Contact Lens Centre (Yishun),760102,#01-109,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-109,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,visual art's optics & contact lens centre (yishun),Health
5556,Citizen Family Clinic & Surgery,760102,#01-117,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-117,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,citizen family clinic & surgery,Minimart
5557,Bai Li Trading,760102,#01-121,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-121,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,bai li trading,Others
5558,Islamic Seafood Paradise,760102,#01-127,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-127,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,islamic seafood paradise,Food
5559,Ys Philips Home Lightings,760102,#01-129,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-129,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,ys philips home lightings,Others
5560,Cardinal Unisex Salon,760102,#01-131,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-131,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,cardinal unisex salon,Beauty
5561,Pure Wellness Foot Spa,760102,#01-97,102 Yishun Avenue 5,102 Yishun Avenue 5 #01-97,"(1.43061830395071, 103.828762985019)",1.430618304,103.828763,YISHUN,0.706008067,pure wellness foot spa,Beauty
5562,Fitri Creations Pte Ltd,760103,#01-101,103 Yishun Ring Road,103 Yishun Ring Road #01-101,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,fitri creations pte ltd,Food
5563,Guan Huat Provision Shop,760103,#01-103,103 Yishun Ring Road,103 Yishun Ring Road #01-103,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,guan huat provision shop,Health
5564,Sri Sai Krupa Trading Pte Ltd,760103,#01-105,103 Yishun Ring Road,103 Yishun Ring Road #01-105,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,sri sai krupa trading pte ltd,Others
5565,Bro Trading Pte Ltd,760103,#01-107,103 Yishun Ring Road,103 Yishun Ring Road #01-107,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,bro trading pte ltd,Others
5566,Keng Siew Confectionery,760103,#01-51,103 Yishun Ring Road,103 Yishun Ring Road #01-51,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,keng siew confectionery,Others
5567,Tl98 International,760103,#01-57,103 Yishun Ring Road,103 Yishun Ring Road #01-57,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,tl98 international,Others
5568,City Spa 103,760103,#01-59,103 Yishun Ring Road,103 Yishun Ring Road #01-59,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,city spa 103,Beauty
5569,Moda Paolo (Toesy Shoes House),760103,#01-61,103 Yishun Ring Road,103 Yishun Ring Road #01-61,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,moda paolo (toesy shoes house),Food
5570,Vietnam Nails Service (760103),760103,#01-61,103 Yishun Ring Road,103 Yishun Ring Road #01-61,"(1.43136934951878, 103.828892847163)",1.43136935,103.8288928,YISHUN,0.712338126,vietnam nails service (760103),Beauty
